"Control Number","Item Number","Block Number","Block Time","Item Name",Value,Description,Donor
Y035,737,92,20:10:00,"Hudson's Bay Blanket - Queen Size",400.00,"The Iconic Canadian Blanket.For many, this is the Canadian Shield in blanket form. Don't get left out in the cold this winter, snuggle up with your very own Hudson Bay Blanket.","Hudson Bay Company (The Bay)"
U089,738,92,20:10:00,"Outdoor Planter Insert",100.00,"The holidays are a time when friends and families come to call and share in the spirit of the season. This beautiful outdoor planter insert would be the perfect item to greet any visitor to your home. Filled with assorted winter greens like pine, cedar and fir the planter is also enhanced with lovely ornaments that add extra colour and texture to the arrangement. You can wrap holiday  lights around it if you wish to give it some extra glow for the evenings! This seasonal planter will last you straight through to spring!","SCARBOROUGH TWILIGHT ROTARY CLUB "
X196,739,92,20:10:00,"Marlies vs. Milwaukee Admirals 3:00 pm Sat. Feb 23rd",132.00," These 4 seats are for the Marlies vs. the Milwaukee Admirals at 3:00PM on Saturday Feb. 23, 2013 in the Ricoh Coliseum and are donated by our friends at Rogers Communications.Come watch Marlies players Keith Aucoin and Mike Kostka and their hard skating and high point scoring attack. RogersTV carries selected Marlies games throughout the season. Check RogersTV.com for details.These four tickets are in Section 111, Row A, seats 9 to 12.","Rogers Communications"
U037,742,93,20:20:00,"SCARBORO GOLF AND COUNTRY CLUB DUFFEL",100.00,"DUFFEL BAG HAS AN EXTRA COMPARTMENT FOR SHOES LOCATED IN THE BOTTOM OF BAG. What you need for when you go to colf to keep your golf clothes etc. in.Great for tournaments.","DEBORAH CLOAKEY"
S180,743,93,20:20:00,"T-Zone Vibration Machine V20",2000.00,"Vibrater is a machine that creates movement, reactions, and gravity for the whole body. It moves up to 30 times a second. When you stand on the plate of a Vibration machine , the plate moves in a see-saw type motion, bringing your body slightly out of balance. The reactions are so quick and involuntary, it actually feels good. Sensation is more like a massage or gentle stretching, nothing like pounding through several sets at a gym. Has 3 relaxing massage settings, dedicated therapy program and fitneess program.","T-Zone Vibration Technology"
X128,744,93,20:20:00,"Power Wheelchair by Invacare",1000.00,"Invacare has made this power wheelchair which is being auctioned today. It is almost new, includes the battery and is in excellent condition. It is a power wheelchair which has hardly been used. These wheelchairs cost many thousands of dollars so it is priced to give excellent value.","Glenna Smith"
X113,745,93,20:20:00,"Gift Certificate for The Keg Steakhouse & Bar",50.00,"The KEG Steakhouse & Bar invites you to experience the steakhouse with a difference where Quality, Comfort, & Value are the key ingredients.This certificate can be used at any of the many KEG Restaurant locations.","The Keg Steakhouse and Bar"
S270,749,94,20:30:00,"Blue Jays Tickets",146.00,"This certificate can be redeemed for 1 pair of tickets to a Blue Jays game of your choice (subject to availability).  The seats are located 11 rows from the field, behind the visitor's 'on deck' circle.  Section 119, on the aisle.  These are excellent seats! This looks like it could be the year the Jays make the playoffs - so don't miss out on these great seats!","Investors Group Financial Services"
S177,750,94,20:30:00,"Tai Chi and Meditation Centre gift certificate",120.00,"This certificate offers a one-month Gold Card Pass (unlimited classes with any of the centre's instructors). The Tai Chi and Meditation Centre offers personal development instruction, including Meditation, Qigong and Tai Chi classes. The centre's unique personal mastery program integrates several of these mind-body practices to give you the tools necessary to cope with today's complex world. The Tai Chi and Meditation Centre has three locations in Toronto.","Tai Chi and Meditation Centre"
S229,751,94,20:30:00,"GNC Nutrition Gift Card #2",100.00,"A $100 gift card which is great for going to the GNC store to get your vitamins you need every day.  They are very good in helping you and telling you the benefits of each vitamin.  Many other products in their stores as well."," "
W141,752,94,20:30:00,"PHOTOGRAPHY  GIFT CERTIFICATE",100.00,"K M PHOTOGRAPHY STUDIO LOCATED AT 226 JANE STREET IN TORONTO DONATES - A $100 GIFT CERTIFICATE TOWARDS A STUDIO FAMILY PORTRAIT - LUXURY IS IN THE DETAILS - ENJOY THE EVERLASTING TREASURE OF A PROFESSIONAL PORTRAIT OF YOUR FAMILY - COURTESY OF K M PHOTOGRAPHY","K M Studio"
V004,753,94,20:30:00,"Signed Todd Bertuzzi Red Wings Jersey",800.00,"Hockey fans get your hands on this precious Detroit Red Wings Jersey signed by the power house forward himself, Todd Bertuzzi. ","Humber River Regional Hospital Foundation"
X198,754,94,20:30:00,"Marlies vs. Rochester Americans 5:00 pm Sat. Mar 16th",132.00,"These 4 seats are for the Marlies vs. the Rochester Americans at 5:00PM on Saturday Mar. 16, 2013 in the Ricoh Coliseum and are donated by our friends at Rogers Communications.Come watch Marlies players Keith Aucoin and Mike Kostka and their hard skating and high point scoring attack. RogersTV carries selected Marlies games throughout the season. Check RogersTV.com for details.These four tickets are in Section 111, Row A, seats 9 to 12.","Rogers Communications"
S272,757,95,20:40:00,"Blue Jays Tickets",146.00,"This certificate can be redeemed for 1 pair of tickets to a Blue Jays game of your choice (subject to availability).  The seats are located 11 rows from the field, behind the visitor's 'on deck' circle.  Section 119, on the aisle.  These are excellent seats!  Everybody is talking about the playoffs for the Jays next year - so don't miss out on these great seats!","Investors Group Financial Services"
W139,758,95,20:40:00,"2 RAPTORS COURTSIDE SEATS",716.00,"HUBBELL CANADA LP DONATES - TWO TORONTO RAPTORS COURTSIDE SEATS - SECTION CRTSROW C - SUNDAY DECEMBER 16, 2012 AT 1:00 PM - RAPTORS VERSUS HOUSTON ROCKETS -PLATINUM CLUB ACCESS WITH PARKING PRIVILEDGES - INCLUDES DISCOUNT COUPONS FOR PIZZA AND FOUNTAIN DRINKS - ENJOY THE GAME FROM THESE PREMIUM SEATS - COURTESY OF HUBBELL CANADA LP","Hubbell Canada LP"
S031,759,95,20:40:00,"Signed Jersey Rick Nash",600.00,"Another signed jersey this one is by Rick Nash of the Columbus Blue Jackets number 61. It is navy blue with white and red on the neckline and sleeves as well as the bottom of the shirt.  Great for wearing to the hockey game and rooting for the teams","Eddie Macleod"
W117,760,95,20:40:00,"$400 GIFT CERTIFICATE FOR TIRES",400.00,"ACTIVE GREEN & ROSS TIRE AND AUTOMOTIVE CENTRES - DONATES A $400 GIFT CERTIFICATE TOWARDS PURCHASE OF A SET OF FOUR MICHELIN TIRES - INSTALLATION IS INCLUDED - VALID AT ANY ACTIVE GREEN & ROSS AUTOMOTIVE CENTRE - DRIVE SAFELY ON YOUR NEW MICHELIN TIRES - COURTESY OF ACTIVE GREEN & ROSS AUTOMOTIVE CENTRES","Active Green & Ross "
S037,761,95,20:40:00,"Framed Picture of Gordie Howe signed",250.00,"BEautifu brushed silver frame of Gordie Howe, autographed with aCertificate of Authenticity enclosed Howe Enterprises Presents on the top of the picture and personally signed by Gordie Howe. Gordie Howe is a hockeylegend and this item would be good for the hockey collector.","Eddie Macleod"
S290,762,95,20:40:00,"Wayne Gretzky Jersy --- Certificate of Authenticity",800.00,"Signed Wayne Gretzky Jersy --- and has a Certificate of Authenticity # 99 Official White Oilers Jersey... Wayne Douglas Gretzky, CC is a Canadian former professional ice hockey player and former head coach. He played 20 seasons in the National Hockey League ...Official White Oilers Jersey... ","Justin  Van dette"
U082,765,96,20:50:00,"Samuung Galaxy S III  32GB 4G/LTE Smartphone",650.00,,"Telus Corporation"
X098,766,96,20:50:00,"4 Rounds of Golf at Lakeridge Golf Club",257.00,"Enjoy four rounds of golf at the impressive Lakeridge Links.  This is a premier course that offers 18 championship holes, spanning 6775 yards on 160 acres of natural terrain.  This could be a wondrful gift if you are generous enough to give it away!","Lake Ridge Links"
V001,767,96,20:50:00,"Monica Maglia Scarf, Carry-On Luggage and Natalie Coles' book & CD",170.00,"For that ""unforgettable"" lady in your life. This package includes - one piece of carry-on luggage, a beautiful Monica Maglia scarf along with a copy of Natalie Coles' book ""Love Brought Me Back"" and ""Unforgettable"" CD.","Humber River Regional Hospital Foundation"
S191,768,96,20:50:00,"Courvoisier Cognac",126.00,"0.7 liter bottle of ""Courvoisier"" Cognac - 'Millenium 2000'    -A special blend introduced for the millenium and crafted from eaux-de-vie from the Grande Champagne and PetiteChampagne regions and blended with mature Borderiesfor extra smoothness.  A rich and full bodied taste, this cognac compares favourably with ""VS"", ""XO"" and ""SA"".  ","Investors Group Financial Services Inc."
S225,769,96,20:50:00,"TaylorMade Golf Bag & Water  Container",135.00,"The Royal Bank has donated this lovely black with white trim Taylormade golf bag. It has seven compartments for your club,is a stand bag three zippered compartments for your balls, gloves and holder for your umbrella as well.Best quality, fit and performance bag to carry for your game with strong  shoulder straps to go on your back. Course Quencher holds your water , has removable washable heavy duty insulated nylon cover which can be taken off to wash, and it has an adjustable straw. Good golfing","Royal Bank"
U117,770,96,20:50:00,"Trees Have Needs",500.00,"Brent Ferris - Acclaimed Foresty Expert will come to your residence to assess tree damage, advise on tree, stump or shrub removal and generally make your property look fresh and lively again. Brent and his team take on those dangerous limbs that look likely to do damage in the next major storm - no matter how big or precarious they seem. He will give you a fair estimate of the work that needs to be done and make a mutually agreeable schedule for the work. This special package is worth $500 against your next tree service project and is good for the locations in the GTA and must be completed within one year.","Trees Have Needs"
S175,773,97,21:00:00,"Curves three-month membership",200.00,"This package from Curves East York consists of a Curves T-shirt, tote bag and three-month full access for a woman to the Curves location at 1359 Woodbine Ave., at Cosburn Ave. The certificate is valid for the Curves East York facility only and not at other Curves locations.","Curves East York"
U073,774,97,21:00:00,"Toronto Marlies Tickets",132.00,"Four tickets together on Saturday afternoon December 22 at 3pm when the St. John's IceCaps play the Toronto Marlies. Watch the NHL stars of tomorrow at the Ricoh Coliseum today in exciting American Hockey League action. A great pre Christmas treat for the family","Millie Tavener"
X168,775,97,21:00:00,"2 Field level tickets Blue Jays vs Minnesota Twins July 5th",150.00,"These two tickets are at field level Row 10 (3rd row over visitor's dugout) in Section 117.  The Blue Jay will play the Minnesota Twins on Friday, July 5, 2013. Summer will return and so will the ""boys of summer"".","John McFadyen"
S036,776,97,21:00:00,"Framed Picture Sidney Crosby signed",380.00,"Beautiful framed photograph which is 8 x 10 of Sidney Crosby in his Pittsburgh Penguins Suit.  Autographed by Sidney and has a Letter of Authenticity. Brushed silver frame with a grey insert makes the picture stand out. Great for the hockey enthusiast as a gift or for yourself.","Eddie Macleod"
S219,777,97,21:00:00,"Pair of tickets for Grey Cup Game",650.00,"This is the 100th Grey Cup between the Argonauts and the Edmonton Eskimos.It will be at the Rogers Center on Sunday November 25th, 2012 right afterour auction. What a prize to bid on and the seats are great. Section 534, Row 8  seats 3 and 4. Go Argos Go!!!!!!!!!!","Ron King"
S035,781,98,21:10:00,"Framed photo of Wayne Gretzky",380.00,"Wayne Gretzky (the Great One) is 8 x 10 picture  which is hand signed by him.  It has a certificate of Authenticity as well. Beautiful dark black frame with two inserts in white, which shows off his great picture. Just what anyhockey fan would love to have. ","Eddie Macleod"
U001,782,98,21:10:00,"Copper Creek Golf Club",680.00,"Set amid the picturesque Humber River Valley, Copper Creek Golf Club seamlessly accentutes the natural beauty offered by its surroundings.One visit to Copper Creek Golf Golf Club brings to mind the elememtal grandeur of a Group of Seven painting, articulating over acres of rolling hills, meandering rivers and lush forests. The round of golf for 4 includes shared use of a golf cart and use of the range facilities prior to your round. Valid weekdays before 10am and weekends after 12pm Expires October 31, 2013","Millie Tavener"
S271,783,98,21:10:00,"Blue Jays Tickets",146.00,"This certificate can be redeemed for 1 pair of tickets to a Blue Jays game of your choice (subject to availability).  The seats are located 11 rows from the field, behind the visitor's 'on deck' circle.  Section 119, on the aisle.  These are excellent seats!  The buzz is that the Jays will have a shot at the playoffs this coming season - so don't miss out on these great seats!","Investors Group Financial Services"
S190,785,98,21:10:00,"Certificate for a Skydive Parachute Jump",325.00,"Parachute School of Toronto Limited has once again donated a certificate for a Parachute Tandem jump. The school is just 40 minutes from Toronto and you will get 1/2 hour ground training, video and photo service available. Can be used as well if you have had experience parachuting. Open all year, weekends and holidays. Best you phone for reservations. and must be 18 years or over. Have fun, maybe this is something on your bucket list.","Parachute School of Toronto"
X029,786,98,21:10:00,"Pair of Raptors Tickets",384.00,"This is a pair of Toronto Raptors Basketball tickets for Wednesday, December 19, 2012 at 7:00 pm.  The Raptors will face off with the Detroit Pistons.Seats are in section 108, Row 21, Seats 19 & 20.  Platinum Club access.","Hi-Rise Mechanical Contracting Inc."
S256,789,99,21:20:00,"Vancouver Canucks Jersey ",100.00,"Retro Vancouver Canucks Jersey # 14 --- featuring --- autographs of Chris Tanev and Cody Hodgson --- Size (Large)colour White with Blue and some Green strip --- nicely finished colar striping. Another Canucks Fan favourite... ","Justin  Van dette"
S240,790,99,21:20:00,"Wayne Gretzky's Large Framed Picture",1000.00,"Magnificent is the word for this 40 inches by 33 inch silver framedpicture of Wayne Gretzky. In the middle is Wayne in a Ranger uniform surrounded by eight smaller pictures on each side of him in his different uniforms for the teams that he had played for. Below the middle picture is the emblems for these teams. Then plaque which read his history of trophies he has won, as well as the name of this picture FROM A ROOKIE TO RETIREMENT.  What a great picture for your den or office.","Tom Hopkinson"
